116829	900000000
400304	900000001
400305	900000002
400816	900000003
400817	900000004
690483	900000005
696945	900000006
697070	900000007
220919	122846000
401872	220113000
405687	220113001
427536	148910000
444533	148910001
451294	148910002
452543	148910003
452657	148910004
454125	148910005
454746	213459000
455688	213459001
457108	233507000
465762	215620000
466376	215620001
470136	219411000
471451	245317000
472098	245317001
474485	245317002
476268	245317003
477978	245317004
478441	243160000
479300	797490000
483036	797490001
492288	797490002
492455	215215000
495108	215215001
502111	215215002
504580	215215003
505664	243882000
506078	243882001
506089	243882002
508608	243882003
511096	243882004
511175	262082000
512503	262082001
513599	262082002
521655	219828000
521920	219828001
525541	219828002
526321	219828003
526604	219828004
526827	219828005
527962	219828006
528682	219828007
529621	219828008
532328	219828009
540375	219828010
540499	219828011
545132	219828012
546286	219828013
549164	219828014
550164	219828015
550238	219828016
550330	219828017
551106	219828018
553269	219828019
553303	219828020
553575	219828021
554625	219828022
555086	219828023
556428	219828024
556442	219828025
556739	219828026
556762	219828027
557238	219828028
557365	237725000
557721	237725001
558213	237725002
558219	237725003
559893	237725004
561135	237725005
563266	237725006
563494	237725007
564753	237725008
564783	237725009
565869	259223000
566139	259223001
566977	259223002
567053	259223003
568021	250514000
571098	250514001
571602	250514002
573563	250514003
574543	250514004
575939	250514005
576846	250514006
577372	250514007
577643	266027000
577646	266028000
577648	266029000
577650	266030000
577652	266031000
577654	266032000
577656	266033000
579120	266027001
579122	266024000
579124	266025000
579126	266026000
579413	265690000
579862	266105000
580056	266123000
580283	266172000
580287	266170000
580293	266168000
580405	266168001
580509	266172001
580512	266173000
580514	266174000
580638	266174001
580758	266174002
581588	794110000
581694	791980000
582617	791980001
584261	266248000
587095	266248001
587795	265540000
587929	265540001
588947	265653000
592452	265653001
594292	265653002
595034	265653003
598154	265744000
598430	265744001
598845	265744002
600650	265744003
600766	265744004
602176	265744005
602204	265744006
602797	265744007
603619	265744008
604243	265744009
605570	265744010
606730	270133000
608090	258359000
608348	258359001
608468	258359002
609609	269401000
610114	269533000
610124	269518000
610128	269445000
610132	244410000
610265	244410001
611024	270489000
613152	270489001
616870	270489002
619131	239461000
619597	239461001
619876	239461002
621264	239461003
621705	239461004
623996	239461005
624128	266186000
626453	257045000
626540	240710000
626696	240710001
626910	266027002
628602	267583000
629566	267583001
630300	324210000
632050	324210001
632340	324210002
633271	324210003
635791	324210004
638181	324210005
638423	270920000
638883	270920001
639467	270920002
639662	270920003
639860	270920004
640209	270920005
640213	270920006
640273	270920007
640362	270920008
640744	270920009
641378	271617000
641559	271617001
641566	271617002
641910	271617003
644766	271617004
644799	271617005
645454	271617006
645457	271617007
645482	271617008
646696	271617009
648164	267244000
648818	267244001
648821	267244002
650524	276303000
652846	276303001
655203	276303002
655204	276303003
656668	276303004
656710	276303005
659358	276303006
659359	276303007
659645	276303008
659943	276303009
660115	276303010
660557	276303011
660594	276303012
660627	276303013
661185	276303014
661276	276303015
664510	276303016
664623	344470000
664875	276836000
665079	276836001
665521	276836002
665669	276836003
666196	276836004
666304	777050000
666504	777050001
666742	278866000
667256	217445000
668226	217445001
668366	276848000
668525	276848001
668713	276848002
669244	242859000
669574	279230000
669616	279231000
669620	279232000
669671	279233000
669674	279234000
669677	279235000
669680	279236000
669683	279238000
669686	279239000
672770	279239001
676900	279239002
678034	279239003
680330	457360000
680649	276904000
680887	276904001
680904	276904002
681485	276904003
682578	276904004
682968	276904005
683074	276904006
683287	276904007
684393	276904008
686884	285242000
687904	285242001
688547	276978000
691339	122846001
693932	289278000
693954	289278001
