1452	132350	"Larsen, Michael J."	"Michael J. Larsen"	"Michael "	"Larsen"
1594	140861	"Lasseigne, Alex A."	"Alex A. Lasseigne"	"Alex "	"Lasseigne"
1581	103258	"Lemke, David E."	"David E. Lemke"	"David "	"Lemke"
1211	121960	"Lemmon, Carol R."	"Carol R. Lemmon"	"Carol "	"Lemmon"
1602	139992	"Lepschi, Brendan Johyn"	"Brendan Lepschi"	"Brendan "	"Lepschi"
1304	128252	"Lewis, Deborah Q."	"Deborah Q. Lewis"	"Deborah "	"Lewis"
622933	100191	"Lewis, Gwilym Peter"	"Gwilym Lewis"	"Gwilym "	"Lewis"
1106	107001	"Liberato, Maria C."	"Maria C. Liberato"	"Maria "	"Liberato"
1839	178406	"Lichtwardt, Robert W."	"Robert W. Lichtwardt"	"Robert "	"Lichtwardt"
1347	178406	"Lichtwardt, Robert W."	"Robert W. Lichtwardt"	"Robert "	"Lichtwardt"
1248	119968	"Lipscomb, Barney L."	"Barney L. Lipscomb"	"Barney "	"Lipscomb"
546092	182939	"Liston, Aaron Irving"	"Aaron Liston"	"Aaron "	"Liston"
1207	109207	"Lombardi, Julio Antonio"	"Julio Antonio Lombardi"	"Julio "	"Lombardi"
1267	149775	"Lorber, Patricia L."	"Patricia L. Lorber"	"Patricia "	"Lorber"
2014	165014	"Lorea-Hernández, Francisco G."	"Francisco G. Lorea Hernández"	"Francisco "	"Hernández"
2014	119118	"Lorea-Hernández, Francisco G."	"Francisco G. Lorea Hernández"	"Francisco "	"Hernández"
2032	119119	"Lorence, David H."	"David H. Lorence"	"David "	"Lorence"
2124	111614	"Lowden, Richard M."	"Richard M. Lowden"	"Richard "	"Lowden"
1649	116903	"Lowrey, Timothy Kemper"	"Timothy K. Lowrey"	"Timothy "	"Lowrey"
1294	187661	"Lundgren, Julie A. & Rawinski, Thomas J."	"Thomas J. Rawinski"	"Thomas "	"Rawinski"
1789	121347	"Lynch, Steven P."	"Steven P. Lynch"	"Steven "	"Lynch"
549977	100668	"Mabberley, David John"	"David J. Mabberley"	"David "	"Mabberley"
1545	142418	"Macias, Leila de Fatima Nogueira"	"Leila de Fátima Nogueira Macias"	"Leila "	"Macias"
643105	163557	"Macklin, James A."	"James Macklin"	"James "	"Macklin"
1306	107914	"Madulid, Domingo Allado"	"Domingo A. Madulid"	"Domingo "	"Madulid"
1306	187368	"Madulid, Domingo Allado & Majaducon, R. S."	"Domingo A. Madulid"	"Domingo "	"Madulid"
1306	187360	"Madulid, Domingo Allado, Reynoso, MPM & EMGA"	"Domingo A. Madulid"	"Domingo "	"Madulid"
1504	166804	"Mahoney, Ron K."	"Ron K. Mahoney"	"Ron "	"Mahoney"
1839	188421	"Manier, Jehanne-Françoise & Lichtwardt, Robert W."	"Robert W. Lichtwardt"	"Robert "	"Lichtwardt"
1347	188421	"Manier, Jehanne-Françoise & Lichtwardt, Robert W."	"Robert W. Lichtwardt"	"Robert "	"Lichtwardt"
1149	121657	"Marchant, Neville Graeme"	"Neville Marchant"	"Neville "	"Marchant"
1914	129417	"Marchesi, Eduardo H."	"Eduardo H. Marchesi"	"Eduardo "	"Marchesi"
1888	127835	"Marchioretto, Maria S."	"Maria Salete Marchioretto"	"Maria "	"Marchioretto"
1066	110157	"Marsh, Gordon A."	"Gordon A. Marsh"	"Gordon "	"Marsh"
1387	162497	"Masters, Bruce Allen"	"Bruce H. Allen"	"Bruce "	"Allen"
1710	142673	"Mathieson, Arthur C."	"Arthur C. Mathieson"	"Arthur "	"Mathieson"
1743	143389	"Matthews, James F."	"James F. Matthews"	"James "	"Matthews"
1743	120206	"Matthews, James R."	"James F. Matthews"	"James "	"Matthews"
1743	119741	"Matthews, James Robert"	"James F. Matthews"	"James "	"Matthews"
1618	117849	"Maxwell, James F."	"James F. Maxwell"	"James "	"Maxwell"
1454	189816	"May, Philip F. & Sheard, John Wilson"	"John Sheard"	"John "	"Sheard"
1816	190561	"Mayer, Michael S."	"Michael S. Mayer"	"Michael "	"Mayer"
495492	182537	"McAllister, Hugh Alexander"	"Hugh McAllister"	"Hugh "	"McAllister"
1179	187322	"McCormick, Carol Ann"	"Carol McCormick"	"Carol "	"McCormick"
1848	140915	"McCune, Bruce Pettit"	"Bruce McCune"	"Bruce "	"McCune"
1517	172704	"McDaniel, Sydney T."	"Sydney T. McDaniel"	"Sydney "	"McDaniel"
1153	139717	"McKenzie, Eric H. C."	"Eric K. C. McKenzie"	"Eric "	"McKenzie"
1323	148920	"McLaughlin, David J."	"David J. McLaughlin"	"David "	"McLaughlin"
1323	173770	"McLaughlin, David Jordan"	"David J. McLaughlin"	"David "	"McLaughlin"
1346	144064	"McMillan, Patrick D."	"Patrick D. McMillan"	"Patrick "	"McMillan"
1669	127005	"McMullen, Conley K."	"Conley K. McMullen"	"Conley "	"McMullen"
2056	139718	"McNeal, Dale W."	"Dale W. McNeal"	"Dale "	"McNeal"
1617	143334	"McPherson, Gordon D."	"Gordon McPherson"	"Gordon "	"McPherson"
1744	106409	"Mellichamp, Thomas L."	"Thomas L. Mellichamp"	"Thomas "	"Mellichamp"
1757	182825	"Messuti, Maria Ines"	"Maria Ines Messuti"	"Maria "	"Messuti"
1219	119295	"Middlemost, Alexander John Miller"	"John M. Miller"	"John "	"Miller"
1957	117613	"Miller, Harvey Alfred"	"Harvey A. Miller"	"Harvey "	"Miller"
1219	102687	"Miller, John Frederick"	"John M. Miller"	"John "	"Miller"
1219	147849	"Miller, John M."	"John M. Miller"	"John "	"Miller"
1219	180523	"Miller, John M."	"John M. Miller"	"John "	"Miller"
1219	180936	"Miller, John Sebastian"	"John M. Miller"	"John "	"Miller"
1941	173214	"Miller, Norton George"	"Norton G. Miller"	"Norton "	"Miller"
1988	110366	"Miller, Orson K."	"Orson K. Miller"	"Orson "	"Miller"
1988	167577	"Miller, Orson K., Jr."	"Orson K. Miller"	"Orson "	"Miller"
411880	187901	"Mindell, Randal A., Stockey, Ruth A. & Beard, Grahm"	"Ruth Stockey"	"Ruth "	"Stockey"
1085	104079	"Mishler, Brent D."	"Brent D. Mishler"	"Brent "	"Mishler"
1868	104079	"Mishler, Brent D."	"Brent Mishler"	"Brent "	"Mishler"
1564	142577	"Mitchell, Gilberto José Pereira"	"Gilberto José Pereira Mitchell"	"Gilberto "	"Mitchell"
1042	142577	"Mitchell, Gilberto José Pereira"	"José Mauricio Pereira"	"José "	"Pereira"
1446	171447	"Morgan, David R."	"David R. Morgan"	"David "	"Morgan"
465739	189636	"Morgan, Eric C."	"Eric C. Morgan"	"Eric "	"Morgan"
1809	130106	"Morillo, Gilberto N."	"Gilberto Morillo"	"Gilberto "	"Morillo"
1404	187511	"Morse, Caleb A."	"Caleb A. Morse"	"Caleb "	"Morse"
1230	127539	"Murrell, Zack Ernest"	"Zack E. Murrell"	"Zack "	"Murrell"
1241	127539	"Murrell, Zack Ernest"	"Zack Murrell"	"Zack "	"Murrell"
1344	138551	"Muth, Gilbert J."	"Gilbert Muth"	"Gilbert "	"Muth"
1420	147440	"Myren, Donald T."	"Donald R. Myren"	"Donald "	"Myren"
1933	148668	"Naczi, Robert Francis Cox"	"Robert F. C. Naczi"	"Robert "	"Naczi"
2047	148668	"Naczi, Robert Francis Cox"	"Robert F. C. Naczi"	"Robert "	"Naczi"
1767	173181	"Neill, Amanda K."	"Amanda K. Neill"	"Amanda "	"Neill"
2075	173274	"Neinhuis, Christoph Jakob"	"Christoph Neinhuis"	"Christoph "	"Neinhuis"
1923	103644	"Nelson, John B."	"John B. Nelson"	"John "	"Nelson"
1923	181852	"Nelson, John Gudgeon"	"John B. Nelson"	"John "	"Nelson"
444291	106990	"Newell, Ruth E."	"Ruth E. Newell"	"Ruth "	"Newell"
1589	190713	"Newmaster, Steven G."	"Steven G. Newmaster"	"Steven "	"Newmaster"
1589	190714	"Newmaster, Steven G., Balasubramaniam, Velusamy, Murugesan, Maruthakkutti & Ragupathy, Subramanyam"	"Steven G. Newmaster"	"Steven "	"Newmaster"
1975	150435	"Nickerson, Norton Hart"	"Norton H. Nickerson"	"Norton "	"Nickerson"
2043	109443	"Niles, Wesley Everett"	"Wesley E. Niles"	"Wesley "	"Niles"
1863	131393	"Nixon, Kevin C."	"Kevin C. Nixon"	"Kevin "	"Nixon"
1991	101397	"Norman, Eliane Meyer"	"Eliane M. Norman"	"Eliane "	"Norman"
1798	116562	"O'Kane, Steve Lawrence"	"Steve L. O'Kane"	"Steve "	"O'Kane"
1156	116001	"Owens, Simon J."	"Simon J. Owens"	"Simon "	"Owens"
1378	106357	"Parnell, John A. N."	"John A. Parnell"	"John "	"Parnell"
1378	183685	"Parnell, John Adrian Naicker"	"John A. Parnell"	"John "	"Parnell"
1274	108687	"Pascoe, Ian G."	"Ian Pascoe"	"Ian "	"Pascoe"
1929	109709	"Paul M. Taylor"	"Paul Taylor"	"Paul "	"Taylor"
1125	115796	"Pavlov, Vadim Nikolaevich"	"Vadim N. Pavlov"	"Vadim "	"Pavlov"
1125	110221	"Pavlov, Vadim Nikolaevich"	"Vadim N. Pavlov"	"Vadim "	"Pavlov"
1355	120980	"Pearce, Ceridwen A."	"Ceridwen A. Pearce"	"Ceridwen "	"Pearce"
1634	178961	"Pearson, Robert Hooper"	"Robert G. Hooper"	"Robert "	"Hooper"
2022	124507	"Peixoto, Ariane Lima"	"Ariane Luna Peixoto"	"Ariane "	"Peixoto"
2022	143546	"Peixoto, Ariane Luna"	"Ariane Luna Peixoto"	"Ariane "	"Peixoto"
1596	126302	"Pensiero, José F."	"José F. Pensiero"	"José "	"Pensiero"
1840	123119	"Pereira, Jorge Fontella"	"Jorge Fontella Pereira"	"Jorge "	"Pereira"
1042	148550	"Pereira, José Alves"	"José Mauricio Pereira"	"José "	"Pereira"
1016	127357	"Perkins, Kent D."	"Kent D. Perkins"	"Kent "	"Perkins"
630395	190710	"Petersen, Ronald H., Kovalenko, Alexander E. & Morozova, Olga V."	"Olga V. Morozova"	"Olga "	"Morozova"
562821	120166	"Peterson, Paul M."	"Paul M. Peterson"	"Paul "	"Peterson"
562821	120160	"Peterson, Paul S."	"Paul M. Peterson"	"Paul "	"Peterson"
1112	111411	"Pfister, Donald Henry"	"Donald H. Pfister"	"Donald "	"Pfister"
1280	111411	"Pfister, Donald Henry"	"Donald H. Pfister"	"Donald "	"Pfister"
1426	111112	"Pinzl, Ann P."	"Ann P. Pinzl"	"Ann "	"Pinzl"
1997	121196	"Pirani, Jose Rubens"	"Jose Rubens Pirani"	"Jose "	"Pirani"
1158	121582	"Price, Michelle J."	"Michelle Price"	"Michelle "	"Price"
1613	130230	"Prigge, Barry A."	"Barry A. Prigge"	"Barry "	"Prigge"
1060	120811	"Primack, Richard B."	"Richard Primack"	"Richard "	"Primack"
1731	101316	"Proctor, George Richardson"	"George R. Proctor"	"George "	"Proctor"
1920	139072	"Pujadas Salva, Antonio J."	"Antonio Pujadas Salva"	"Antonio "	"Salva"
2098	131690	"Pursell, Ronald A."	"Ronald A. Pursell"	"Ronald "	"Pursell"
1035	137748	"Quibell, Charles Fox"	"Charles F. Quibell"	"Charles "	"Quibell"
1035	110411	"Quibell, Charles Hicks"	"Charles F. Quibell"	"Charles "	"Quibell"
539581	102376	"Rabeler, Richard Kevin"	"Richard Rabeler"	"Richard "	"Rabeler"
1740	148994	"Ramos-Pérez, Jorge Eduardo"	"Jorge Eduardo Ramos-Pérez"	"Jorge "	"Ramos-Pérez"
1394	182399	"Ranker, Thomas A."	"Thomas Ranker"	"Thomas "	"Ranker"
1294	136388	"Rawinski, Thomas J."	"Thomas J. Rawinski"	"Thomas "	"Rawinski"
1689	147618	"Rebman, Jon Paul"	"Jon P. Rebman"	"Jon "	"Rebman"
1377	133921	"Redfearn, Paul L."	"Paul L. Redfearn"	"Paul "	"Redfearn"
1377	177625	"Redfearn, Paul Leslie"	"Paul L. Redfearn"	"Paul "	"Redfearn"
1377	105417	"Redfearn, Paul Leslie, Jr."	"Paul L. Redfearn"	"Paul "	"Redfearn"
1491	119195	"Redhead, Scott Alan"	"Scott Redhead"	"Scott "	"Redhead"
1588	143225	"Reese, William Dean"	"William D. Reese"	"William "	"Reese"
1503	128574	"Reimer, Charles W."	"Charles W. Reimer"	"Charles "	"Reimer"
1503	181499	"Reimer, Charles Wilson"	"Charles W. Reimer"	"Charles "	"Reimer"
566579	161076	"Renner, Susanne S."	"Susanne S. Renner"	"Susanne "	"Renner"
446368	161076	"Renner, Susanne S."	"Susanne Renner"	"Susanne "	"Renner"
2131	139833	"Reveal, James Lauritz"	"James L. Reveal"	"James "	"Reveal"
634808	177234	"Rich, Timothy Charles Guy"	"Timothy Rich"	"Timothy "	"Rich"
1506	143649	"Robertson, Kenneth R."	"Kenneth R. Robertson"	"Kenneth "	"Robertson"
1515	135737	"Rodrigues, Irenice Alves"	"Irenice Alves Rodrigues"	"Irenice "	"Rodrigues"
1886	121655	"Rogers, George K."	"George Rogers"	"George "	"Rogers"
1886	173941	"Rogers, George King"	"George Rogers"	"George "	"Rogers"
1966	140859	"Rogers, Jack D."	"Jack D. Rogers"	"Jack "	"Rogers"
1966	188065	"Rogers, Jack D., Ju, Y. M. & San Martin, Felipe"	"Jack D. Rogers"	"Jack "	"Rogers"
1966	161094	"Rogers, Jack David"	"Jack D. Rogers"	"Jack "	"Rogers"
1038	113145	"Rohrer, Joseph R."	"Joseph R. Rohrer"	"Joseph "	"Rohrer"
1038	173199	"Rohrer, Joseph Raphael"	"Joseph R. Rohrer"	"Joseph "	"Rohrer"
1978	139893	"Rosa, Maria Mercedes Teixeira"	"Maria Mercedes Teixeira da Rosa"	"Maria "	"Rosa"
1104	128187	"Rosentreter, Roger Dale"	"Roger Rosentreter"	"Roger "	"Rosentreter"
1963	128187	"Rosentreter, Roger Dale"	"Roger Rosentreter"	"Roger "	"Rosentreter"
1675	128187	"Rosentreter, Roger Dale"	"Roger Rosentreter"	"Roger "	"Rosentreter"
1212	141061	"Rossman, Amy Y."	"Amy Y. Rossman"	"Amy "	"Rossman"
1668	173974	"Rotman, Alicia Dora"	"Alicia Rotman"	"Alicia "	"Rotman"
1765	142691	"Roux, Jacobus Petrus"	"Jacobus P. Roux"	"Jacobus "	"Roux"
1190	112783	"Rusinska, Anna M."	"Anna M. Rusinska"	"Anna "	"Rusinska"
1163	175693	"Russell, George Archie"	"George Russell"	"George "	"Russell"
1163	133511	"Russell, George F."	"George Russell"	"George "	"Russell"
1163	175694	"Russell, George Frederick"	"George Russell"	"George "	"Russell"
1544	124510	"Sacco, José da Costa"	"José da Costa Sacco"	"José "	"Sacco"
2136	175772	"Sales, Margareth Ferreira de"	"Margareth Ferreira de Sales"	"Margareth "	"Sales"
1696	137100	"Sanders, Andrew Charles"	"Andrew C. Sanders"	"Andrew "	"Sanders"
1314	129421	"Saunders, Richard M. K."	"Richard M. K. Saunders"	"Richard "	"Saunders"
1546	129421	"Saunders, Richard M. K."	"Richard M. K. Saunders"	"Richard "	"Saunders"
1652	100736	"Scagel, Robert F."	"Robert F. Scagel"	"Robert "	"Scagel"
2061	181516	"Schneider, Craig William"	"Craig W. Schneider"	"Craig "	"Schneider"
1653	102806	"Schofield, Wilfred Borden"	"Wilfred B. Schofield"	"Wilfred "	"Schofield"
1750	133583	"Searcy, Karen B."	"Karen B. Searcy"	"Karen "	"Searcy"
1399	104324	"Searles, Richard B."	"Richard B. Searles"	"Richard "	"Searles"
1399	180882	"Searles, Richard Brownlee"	"Richard B. Searles"	"Richard "	"Searles"
1411	180140	"Sears, James R."	"James Sears"	"James "	"Sears"
1612	102657	"Seaward, Mark R. D."	"Mark R. D. Seaward"	"Mark "	"Seaward"
1612	117921	"Seaward, Mark Richard David"	"Mark R. D. Seaward"	"Mark "	"Seaward"
1034	108707	"Secco, Ricardo de Sousa"	"Ricardo S. Secco"	"Ricardo "	"Secco"
2034	138432	"Seigler, David Stanley"	"David Seigler"	"David "	"Seigler"
1096	127513	"Selva, Steven B."	"Steven B. Selva"	"Steven "	"Selva"
1450	123653	"Semple, John C."	"John C. Semple"	"John "	"Semple"
1450	177186	"Semple, John Cameron"	"John C. Semple"	"John "	"Semple"
1402	141032	"Seppelt, Rodney D."	"Rodney D. Seppelt"	"Rodney "	"Seppelt"
1402	180039	"Seppelt, Rodney David"	"Rodney D. Seppelt"	"Rodney "	"Seppelt"
1062	118760	"Sergio Costa Gomes, Cecilia Loff Pereira"	"Cecilia Sergio"	"Cecilia "	"Sergio"
1486	142759	"Shaw, Charles Edward, Rev."	"Charles G. Shaw"	"Charles "	"Shaw"
1486	102535	"Shaw, Charles Gardner"	"Charles G. Shaw"	"Charles "	"Shaw"
1486	114933	"Shaw, Charles Hugh"	"Charles G. Shaw"	"Charles "	"Shaw"
1163	102809	"Shaw, George Russell"	"George Russell"	"George "	"Russell"
1454	136472	"Sheard, John Wilson"	"John Sheard"	"John "	"Sheard"
659714	130169	"Sheath, Robert G."	"Robert Sheath"	"Robert "	"Sheath"
2116	107827	"Sherman, Harry L."	"Harry L. Sherman"	"Harry "	"Sherman"
1939	131998	"Sheviak, Charles J."	"Charles J. Sheviak"	"Charles "	"Sheviak"
1492	187504	"Shimizu, Tatemi & Kao, Muh Tsuen"	"Tatemi Shimizu"	"Tatemi "	"Shimizu"
1735	175742	"Shivas, Roger Grahaam"	"Roger Shivas"	"Roger "	"Shivas"
1735	110826	"Shivas, Roger Graham"	"Roger Shivas"	"Roger "	"Shivas"
1735	107789	"Shivas, Roger Grahm, Vánky, Christine, Vánky, Kálmán"	"Roger Shivas"	"Roger "	"Shivas"
1938	120449	"Silva, Marlene Freitas da"	"Marlene F. da Silva"	"Marlene "	"Silva"
1360	117869	"Simmons, Mark Pitkin"	"Mark Simmons"	"Mark "	"Simmons"
1531	103147	"Simpson, Michael George"	"Michael G. Simpson"	"Michael "	"Simpson"
1099	190545	"Siver, Peter Allan,Hamilton, Paul Brian & Morales, Eduardo A."	"Paul Hamilton"	"Paul "	"Hamilton"
1374	121674	"Skvarla, John J."	"John J. Skvarla"	"John "	"Skvarla"
2019	114345	"Sloover, Jean Louis de [De Sloover, J. L.]"	"Jean Louis De Sloover"	"Jean "	"Sloover"
460940	130192	"Smith, Gerald Graham"	"Gerald L. Smith"	"Gerald "	"Smith"
460940	109807	"Smith, Gerald Lomax"	"Gerald L. Smith"	"Gerald "	"Smith"
1954	100100	"Smith, James Edward"	"James Smith"	"James "	"Smith"
1553	100100	"Smith, James Edward"	"James P. Smith"	"James "	"Smith"
1954	171680	"Smith, James F."	"James Smith"	"James "	"Smith"
1553	171680	"Smith, James F."	"James P. Smith"	"James "	"Smith"
1553	149843	"Smith, James Payne"	"James P. Smith"	"James "	"Smith"
1954	149843	"Smith, James Payne"	"James Smith"	"James "	"Smith"
1553	179465	"Smith, James Payne, Jr."	"James P. Smith"	"James "	"Smith"
1954	179465	"Smith, James Payne, Jr."	"James Smith"	"James "	"Smith"
1553	127977	"Smith, Noel James Gillies"	"James P. Smith"	"James "	"Smith"
1954	127977	"Smith, Noel James Gillies"	"James Smith"	"James "	"Smith"
1099	167757	"Smith, Paul Hamilton"	"Paul Hamilton"	"Paul "	"Hamilton"
1461	123222	"Smith, Robert Ford"	"Robert R. Smith"	"Robert "	"Smith"
1461	117052	"Smith, Robert Roy"	"Robert R. Smith"	"Robert "	"Smith"
1434	144243	"Snider, Jerry A."	"Jerry A. Snider"	"Jerry "	"Snider"
1434	123738	"Snider, Jerry Allen"	"Jerry A. Snider"	"Jerry "	"Snider"
1824	167913	"Snogerup, Sven E."	"Sven Snogerup"	"Sven "	"Snogerup"
1386	112593	"Solomon, James Clinton"	"James C. Solomon"	"James "	"Solomon"
2060	111803	"Sorensen, Paul Davidsen"	"Paul D. Sorensen"	"Paul "	"Sorensen"
2060	179441	"Sorensen, Paul Davidson"	"Paul D. Sorensen"	"Paul "	"Sorensen"
1042	104249	"Sousa, José Pereira de"	"José Mauricio Pereira"	"José "	"Pereira"
1978	144252	"Souza Dias, Maria Rosalia"	"Maria Mercedes Teixeira da Rosa"	"Maria "	"Rosa"
1283	125212	"Spellenberg, Richard William"	"Richard Spellenberg"	"Richard "	"Spellenberg"
523889	148850	"Spjut, Richard W."	"Richard Spjut"	"Richard "	"Spjut"
523889	188581	"Spjut, Richard W."	"Richard Spjut"	"Richard "	"Spjut"
1202	141286	"Spongberg, Stephen Alan"	"Stephen Spongberg"	"Stephen "	"Spongberg"
1299	133727	"Spooner, David M."	"David Spooner"	"David "	"Spooner"
2035	133727	"Spooner, David M."	"David Spooner"	"David "	"Spooner"
1849	106062	"Stainton, John David Adam"	"John C. David"	"John "	"David"
549977	188055	"Steane, D. A.  & Mabberley, David John"	"David J. Mabberley"	"David "	"Mabberley"
1187	134090	"Stewart, Elwin L."	"Elwin L. Stewart"	"Elwin "	"Stewart"
411880	136791	"Stockey, Ruth A."	"Ruth Stockey"	"Ruth "	"Stockey"
2018	127237	"Stotler, Raymond E."	"Raymond E. Stotler"	"Raymond "	"Stotler"
1895	127237	"Stotler, Raymond E."	"Raymond E. Stotler"	"Raymond "	"Stotler"
2018	146033	"Stotler, Raymond Eugene"	"Raymond E. Stotler"	"Raymond "	"Stotler"
1895	146033	"Stotler, Raymond Eugene"	"Raymond E. Stotler"	"Raymond "	"Stotler"
1964	181922	"Sturgeon, Kareen B."	"Kareen B. Sturgeon"	"Kareen "	"Sturgeon"
1896	173748	"Sundberg, Walter J."	"Walter Sundberg"	"Walter "	"Sundberg"
1801	130611	"Sutherland, David M."	"David M. Sutherland"	"David "	"Sutherland"
1850	145935	"Sutton, Brian Charles"	"Brian C. Sutton"	"Brian "	"Sutton"
1145	171258	"Sweeney, Patrick W."	"Patrick Sweeney"	"Patrick "	"Sweeney"
604067	171258	"Sweeney, Patrick W."	"Patrick Sweeney"	"Patrick "	"Sweeney"
1449	128726	"Symoens, Jean-Jacques A."	"Jean-Jacques A. Symoens"	"Jean-Jacques "	"Symoens"
1697	146234	"Synnott, Donal M."	"Donal M. Synnott"	"Donal "	"Synnott"
1697	128617	"Synnott, Donal Michael"	"Donal M. Synnott"	"Donal "	"Synnott"
1082	145396	"Szlachetko, Dariusz L."	"Dariusz L. Szlachetko"	"Dariusz "	"Szlachetko"
1082	190373	"Szlachetko, Dariusz L. & Kras, Marta"	"Dariusz L. Szlachetko"	"Dariusz "	"Szlachetko"
1082	190360	"Szlachetko, Dariusz L., Mytnik, Joanna, Górniak, Marcin & Śmiszek, Magdalena"	"Dariusz L. Szlachetko"	"Dariusz "	"Szlachetko"
1055	132230	"Taylor, David Alexander Harrison"	"David Harris"	"David "	"Harris"
1279	132230	"Taylor, David Alexander Harrison"	"David W. Taylor"	"David "	"Taylor"
1279	175963	"Taylor, David Clinton"	"David W. Taylor"	"David "	"Taylor"
1279	170058	"Taylor, David Winship"	"David W. Taylor"	"David "	"Taylor"
1929	188617	"Taylor, Paul M."	"Paul Taylor"	"Paul "	"Taylor"
1134	135090	"Tehler, Anders Gunnar"	"Anders Tehler"	"Anders "	"Tehler"
1620	145395	"Thiers, Barbara M."	"Barbara M. Thiers"	"Barbara "	"Thiers"
1271	127683	"Thomasson, Joseph R."	"Joseph R. Thomasson"	"Joseph "	"Thomasson"
449983	134093	"Thompson, Mary Fraser"	"Mary E. Thompson"	"Mary "	"Thompson"
1215	134612	"Tillett, Stephen Szlatenyi"	"Stephen S. Tillet"	"Stephen "	"Tillet"
1029	135732	"Tortosa, Roberto D."	"Roberto Tortosa"	"Roberto "	"Tortosa"
470503	189056	"Townsend, John F."	"John F. Townsend"	"John "	"Townsend"
470503	138068	"Townsend, John Kirk"	"John F. Townsend"	"John "	"Townsend"
1796	104752	"Trappe, James Martin"	"James Trappe"	"James "	"Trappe"
408581	119876	"Trock, Debra Kay"	"Debra Trock"	"Debra "	"Trock"
1591	119876	"Trock, Debra Kay"	"Debra Trock"	"Debra "	"Trock"
1916	135105	"Tsugaru, Shunsuke "	"Shunsuke Tsugaru"	"Shunsuke "	"Tsugaru"
656662	135660	"Tucker, Arthur O."	"Arthur Tucker"	"Arthur "	"Tucker"
1013	138570	"Tucker, Gordon C."	"Gordon C. Tucker"	"Gordon "	"Tucker"
2091	168348	"Tylutki, Edmund E."	"Edmund E. Tylutki"	"Edmund "	"Tylutki"
2091	132088	"Tylutki, Edmund Eugene"	"Edmund E. Tylutki"	"Edmund "	"Tylutki"
1414	129838	"Tyrl, Ronald J."	"Ronald J. Tyrl"	"Ronald "	"Tyrl"
1414	165420	"Tyrl, Ronald Jay"	"Ronald J. Tyrl"	"Ronald "	"Tyrl"
660960	180406	"Uotila, Pertti Johannes"	"Pertti Uotila"	"Pertti "	"Uotila"
2106	149675	"Utley, John F."	"John F. Utley"	"John "	"Utley"
1822	169022	"Vander Kloet, Sam L."	"Sam P. Vander Kloet"	"Sam "	"Kloet"
1822	118896	"Vander Kloet, Sam P."	"Sam P. Vander Kloet"	"Sam "	"Kloet"
1978	167299	"Ventrice, Maria Rosa"	"Maria Mercedes Teixeira da Rosa"	"Maria "	"Rosa"
1626	102968	"Verardo, Selma de Moraes Sarmento"	"Selma Moraes Sarmento Verardo"	"Selma "	"Verardo"
2002	148213	"Verhoek-Williams, Susan Elizabeth"	"Susan A. Williams"	"Susan "	"Williams"
1298	137064	"Vickery, Robert Kingston"	"Robert M. King"	"Robert "	"King"
1978	148209	"Vidal, Maria Rosaria Rodrigues"	"Maria Mercedes Teixeira da Rosa"	"Maria "	"Rosa"
1170	139300	"Villamil, Carlos B."	"Carlos B. Villamil"	"Carlos "	"Villamil"
1309	148635	"Vincent, Michael A."	"Michael A. Vincent"	"Michael "	"Vincent"
1894	133500	"Vitt, Dale Hadley"	"Dale Vitt"	"Dale "	"Vitt"
2121	182266	"Vogt, Robert M."	"Robert Vogt"	"Robert "	"Vogt"
1278	112146	"Wagner, David H."	"David Wagner"	"David "	"Wagner"
2032	188641	"Wagner, Warren Lambert & Lorence, David H."	"David H. Lorence"	"David "	"Lorence"
1278	188641	"Wagner, Warren Lambert & Lorence, David H."	"David Wagner"	"David "	"Wagner"
2118	180327	"Walker, John Charles"	"John Walker"	"John "	"Walker"
1422	103973	"Ware, Donna M. Eggers"	"Donna M. E. Ware"	"Donna "	"Ware"
1025	141052	"Wasum, Ronaldo A."	"Ronaldo Wasum"	"Ronaldo "	"Wasum"
1077	116585	"Waterway, Marcia J."	"Marcia J. Waterway"	"Marcia "	"Waterway"
1727	117348	"Weber, Nancy S."	"Nancy S. Weber"	"Nancy "	"Weber"
1185	117348	"Weber, Nancy S."	"Nancy Weber"	"Nancy "	"Weber"
1044	117348	"Weber, Nancy S."	"Nancy S. Weber"	"Nancy "	"Weber"
1996	130974	"Wells, James G."	"James R. Wells"	"James "	"Wells"
1996	123223	"Wells, James Ray"	"James R. Wells"	"James "	"Wells"
1996	141967	"Wellsted, James Raymond"	"James R. Wells"	"James "	"Wells"
1851	101206	"Welsh, Stanley Larson"	"Stanley L. Welsh"	"Stanley "	"Welsh"
1322	148008	"Wetmore, Clifford M."	"Clifford M. Wetmore"	"Clifford "	"Wetmore"
1849	100604	"Whibley, David John Edward"	"John C. David"	"John "	"David"
1861	150156	"White, James Francis"	"James F. White"	"James "	"White"
1861	126061	"White, James Joseph"	"James F. White"	"James "	"White"
1861	147130	"White, James Walter"	"James F. White"	"James "	"White"
1987	116091	"Wieboldt, Thomas F."	"Thomas F. Wieboldt"	"Thomas "	"Wieboldt"
1794	149752	"Wilcock, Christopher C."	"Christopher C. Wilcock"	"Christopher "	"Wilcock"
401413	177967	"Williams, Justin Kirk"	"Justin Williams"	"Justin "	"Williams"
1347	188418	"Williams, Marvin C., Lichtwardt, Robert W., White, M. M. & Misra, J. K."	"Robert W. Lichtwardt"	"Robert "	"Lichtwardt"
